ID_PDB_PU	Pos_PU_ori	Pos_PU_struc_PDB	Pos_PU_seq_PDB	Pos_PU_UNP	ID_UNP
3CPTB_1_69_116	69_116	63_110	69_116	63_110	Q9JHS3
3CQCB_5_129_170	129_170	1058_1099	129_170	1058_1099	Q8WUM0
3CR3A_7_59_81	59_81	59_81	59_81	59_81	Q9CIV7
3CRVA_10_270_302	270_302	270_302	270_302	270_302	Q4JC68
3CSKA_10_502_525	502_525	502_525	502_525	502_525	Q08225
3CSLA_17_87_119	87_119	113_119	87_119	121_153	Q79AD2
3CSSA_1_1_34	1_34	4_34	1_34	1_34	A4HFB4
3CSSA_2_1_19	1_19	4_19	1_19	1_19	A4HFB4
3CSVA_10_104_124	104_124	103_123	104_124	103_123	Q1GCP1
3CSVA_10_225_251	225_251	224_250	225_251	224_250	Q1GCP1
3CSXA_1_16_43	16_43	15_40	16_43	13_40	A1KYE3
3CT5A_6_123_143	123_143	123_143	123_143	123_143	P15132
3CT9A_10_32_59	32_59	31_58	32_59	31_58	Q8A1V9
3CTPA_10_173_207	173_207	173_207	173_207	172_206	A6TKU5
3CTYA_10_171_196	171_196	171_196	171_196	171_196	Q9HJI4
3CTZA_10_1_25	1_25	3_25	1_25	1_25	Q9NQW7
3CTZA_11_334_372	334_372	334_372	334_372	334_372	Q9NQW7
3CU3A_4_66_90	66_90	65_89	66_90	66_90	D0VWT9
3CUKA_10_192_239	192_239	192_239	192_239	192_239	P14920
3CWNA_10_275_294	275_294	255_274	275_294	255_274	P0A870
3CWVA_10_201_240	201_240	200_239	201_240	200_239	Q1CZR7
3CX5B_10_41_59	41_59	57_75	41_59	57_75	P07257
3CX5I_1_17_57	17_57	18_58	17_57	18_58	P22289
3CZGA_13_337_377	337_377	337_377	337_377	337_377	Q6UVM5
3CZPA_10_40_75	40_75	38_73	40_75	38_73	Q9HYF1
3D31C_3_181_210	181_210	158_187	181_210	158_187	Q8TTZ4
3D3AA_4_1_50	1_50	22_70	1_50	21_70	Q8AB22
3D6JA_5_157_210	157_210	154_207	157_210	154_207	Q5LGR4
3D9NA_2_43_101	43_101	43_101	43_101	43_101	Q9UPN6
3DB2A_10_194_244	194_244	193_243	194_244	193_243	B8FRW3
3DCZA_5_55_70	55_70	72_87	55_70	72_87	Q9WY88
3DD6A_7_156_208	156_208	146_198	156_208	146_198	Q81LA9
3DK9A_3_1_53	1_53	17_53	1_53	45_97	P00390
3DLCA_2_177_219	177_219	176_218	177_219	176_218	Q6LY14
3DNFA_10_73_96	73_96	73_96	73_96	73_96	O67625
3DNSA_2_79_131	79_131	76_128	79_131	76_128	Q97MP0
3DNSA_3_101_131	101_131	98_128	101_131	98_128	Q97MP0
3DNSA_4_18_34	18_34	15_31	18_34	15_31	Q97MP0
3DNZA_4_265_304	265_304	265_304	265_304	497_536	P00800
3DRZA_1_55_103	55_103	93_141	55_103	93_141	Q9NXV2
3DTNA_2_166_181	166_181	164_179	166_181	164_179	Q8PTS9
3DUKA_1_1_18	1_18	0_17	1_18	1_17	Q1H3V3
3DUKA_3_101_125	101_125	100_124	101_125	100_124	Q1H3V3
3E10A_2_114_136	114_136	113_135	114_136	113_135	Q97IT9
3E13X_10_231_256	231_256	234_259	231_256	247_272	Q0PBW4
3E1EA_2_21_37	21_37	21_37	21_37	28_44	Q5LMG0
3E2DA_13_384_409	384_409	384_409	384_409	403_428	Q93P54
3E4BA_13_346_365	346_365	346_365	346_365	-_-	
3E8OA_1_1_58	1_58	17_57	1_58	1_57	Q9RSM4
3EATX_2_223_263	223_263	221_261	223_263	221_261	Q9I1L4
3EB2A_10_185_209	185_209	185_209	185_209	185_209	Q6N9H8
3EBBA_7_177_196	177_196	668_687	177_196	668_687	Q9Y263
3EDPA_3_111_132	111_132	108_129	111_132	108_129	Q92A11
3EFMA_10_219_277	219_277	219_265	219_277	254_312	Q9X6A5
3EGAA_1_30_71	30_71	42_83	30_71	42_83	Q9HAT8
3EGQA_2_110_164	110_164	109_163	110_164	109_163	O28458
3EGWC_5_132_156	132_156	132_156	132_156	132_156	P11350
3EH1A_10_714_737	714_737	1231_1254	714_737	1231_1254	O95487
3EJXA_2_73_120	73_120	73_120	73_120	124_171	Q9LFG2
3ELEA_4_72_119	72_119	71_118	72_119	72_119	D0VX02
3EN8A_5_62_89	62_89	61_88	62_89	61_88	Q13PU4
3EOQA_10_335_377	335_377	335_377	335_377	335_377	Q5SIV0
3EPOA_12_415_451	415_451	415_451	415_451	415_451	Q9A6Q5
3EPWA_10_35_50	35_50	24_39	35_50	24_39	Q9GPQ4
3EQEA_4_91_114	91_114	81_104	91_114	81_104	O32085
3EQUA_10_105_148	105_148	164_187	105_148	144_187	P08149
3ER9B_10_72_90	72_90	72_90	72_90	72_90	P23371
3EULA_2_83_106	83_106	76_99	83_106	76_99	P9WGM5
3EWKA_2_1_36	1_36	99_134	1_36	99_134	Q609M8
3EYPA_13_391_417	391_417	413_439	391_417	413_439	Q8A5P6
3EZXA_3_45_65	45_65	46_66	45_65	46_66	O30641
3EZYA_13_210_230	210_230	208_228	210_230	208_228	Q9WYP5
3F02A_10_103_139	103_139	106_142	103_139	106_142	Q99574
3F02A_10_153_185	153_185	156_188	153_185	156_188	Q99574
3F02A_8_186_230	186_230	189_232	186_230	189_233	Q99574
3F14A_1_27_58	27_58	26_57	27_58	-_-	
3F1LA_5_174_195	174_195	174_195	174_195	174_195	P31808
3F1PB_3_64_88	64_88	413_437	64_88	413_437	P27540
3F1TA_1_1_21	1_21	4_21	1_21	1_21	Q9I3C8
3F1XA_10_219_245	219_245	219_234	219_245	219_245	A6KZB9
3F2BA_10_831_856	831_856	1245_1270	831_856	1245_1270	Q5L0J3
3F3BA_2_68_115	68_115	68_115	68_115	68_115	P54328
3F3FA_10_107_132	107_132	105_130	107_132	105_130	P53011
3F3FA_10_263_288	263_288	-_-	263_288	261_286	P53011
3F3FC_10_401_443	401_443	401_436	401_443	401_443	P46673
3F3KA_10_126_151	126_151	126_151	126_151	126_151	P36136
3F40A_2_28_56	28_56	27_55	28_56	-_-	
3F44A_5_37_70	37_70	36_69	37_70	36_69	Q5FLP2
3F47A_11_41_62	41_62	41_62	41_62	41_62	Q58194
3F4AA_1_50_76	50_76	29_55	50_76	29_55	P42937
3F4AA_3_77_127	77_127	56_106	77_127	56_106	P42937
3F4LA_10_270_295	270_295	270_294	270_295	270_295	P46853
3F67A_6_21_66	21_66	18_63	21_66	45_90	A6TGL0
3F6TA_13_316_331	316_331	315_330	316_331	315_330	Q5FIG7
3F6VA_2_16_68	16_68	26_46	16_68	1_46	Q0S966
3F6YA_10_218_235	218_235	256_273	218_235	256_273	P28907
3F7SA_2_16_66	16_66	15_65	16_66	15_65	Q88EB0
3F7WA_10_17_53	17_53	16_52	17_53	16_52	Q47ME9
3F8DA_2_67_115	67_115	67_115	67_115	67_115	Q8X236
3F8KA_2_22_37	22_37	22_37	22_37	22_37	Q97V23
3F8KA_2_38_92	38_92	38_92	38_92	38_92	Q97V23
3F8MA_3_88_140	88_140	84_136	88_140	84_136	A0QQ72
3F8TA_10_164_185	164_185	164_185	164_185	164_185	Q8TWB5
3F9MA_11_173_197	173_197	168_192	173_197	168_192	P35557
3F9TA_10_329_372	329_372	328_371	329_372	328_371	Q60358
3F9TA_10_55_70	55_70	54_69	55_70	54_69	Q60358
3FBLA_1_32_82	32_82	82_132	32_82	82_132	Q70LC7
3FDSC_4_145_187	145_187	145_187	145_187	145_187	P57766
3FFVA_4_86_102	86_102	86_102	86_102	86_102	P0A8U0
3FG8A_1_1_51	1_51	119_157	1_51	107_157	Q0S7I6
3FGAB_10_188_245	188_245	211_268	188_245	221_278	Q13362
3FGHA_1_1_16	1_16	111_126	1_16	153_168	Q00059
3FHGA_5_60_95	60_95	60_95	60_95	60_95	Q97ZK2
3FHHA_10_430_469	430_469	430_469	430_469	450_489	P72412
3FIDA_4_246_296	246_296	246_296	246_296	269_319	Q8ZPT3
3FIQA_2_67_116	67_116	67_116	67_116	83_131	P08937
3FKAA_1_69_118	69_118	68_117	69_118	68_117	Q5LUH0
3FL2A_1_45_98	45_98	714_767	45_98	714_767	Q96T88
3FLOB_2_150_180	150_180	1412_1442	150_180	1412_1442	P13382
3FM2A_3_63_86	63_86	63_85	63_86	62_85	Q3M4Y5
3FN9A_16_204_223	204_223	223_242	204_223	223_242	Q5LJ68
3FN9A_4_279_335	279_335	298_354	279_335	298_354	Q5LJ68
3FPCA_3_110_153	110_153	110_153	110_153	110_153	P35630
3FRHA_1_1_56	1_56	-1_54	1_56	1_54	Q763K9
3FS8A_10_1_48	1_48	3_48	1_48	1_48	Q6TFC6
3FS8A_6_67_122	67_122	67_122	67_122	67_122	Q6TFC6
3FSDA_2_53_98	53_98	52_97	53_98	52_97	Q2RRQ9
3FSGA_4_86_132	86_132	83_129	86_132	83_129	Q04D10
3FVZA_2_182_235	182_235	673_726	182_235	673_726	P14925
3FXQA_7_225_266	225_266	225_266	225_266	224_265	P94678
3FZXA_5_33_48	33_48	51_65	33_48	51_66	Q5LD59
3G3SA_5_173_220	173_220	172_219	173_220	-_-	
3G98A_3_17_60	17_60	773_816	17_60	773_816	O67323
3GB5A_5_128_170	128_170	178_194	128_170	160_202	Q9DCX8
3GEBA_7_149_166	149_166	413_430	149_166	413_430	O00167
3GFZA_10_317_375	317_375	309_367	317_375	309_367	A6T8V8
3GKEA_4_246_301	246_301	246_301	246_301	245_300	Q5S3I3
3GL3A_3_60_93	60_93	86_119	60_93	86_119	Q8KDH8
3GL5A_6_60_75	60_75	59_73	60_75	58_73	Q93RV7
3GM5A_1_103_151	103_151	94_142	103_151	94_142	Q8RCQ6
3GMIA_13_70_85	70_85	68_83	70_85	68_83	Q58361
3GO2A_10_345_388	345_388	343_386	345_388	343_386	Q13PB7
3GQCA_12_316_346	316_346	645_675	316_346	645_675	Q9UBZ9
3GRZA_3_155_192	155_192	271_308	155_192	271_308	Q04AV7
3GT7A_3_61_76	61_76	65_80	61_76	65_80	Q2LQE8
3GVOA_13_18_57	18_57	721_760	18_57	721_760	Q80U58
3GWNA_3_21_37	21_37	52_68	21_37	52_68	Q5UP54
3GXHA_3_72_96	72_96	93_117	72_96	93_117	A4Y1H6
3GYKA_1_128_174	128_174	125_171	128_174	195_241	Q5LKL9
3H14A_10_232_250	232_250	232_250	232_250	238_256	Q5LQA4
3H2BA_4_69_90	69_90	126_147	69_90	-_-	
3H51A_1_25_76	25_76	43_94	25_76	43_94	Q8PCA7
3H6JA_10_240_290	240_290	240_290	240_290	240_290	Q9L6G4
3H8TA_6_143_159	143_159	168_184	143_159	168_184	A2I2W2
3H9WA_1_63_109	63_109	83_129	63_109	83_129	A1U4R9
3HBKA_4_141_178	141_178	165_202	141_178	165_202	A6LB94
3HDFA_2_48_95	48_95	73_120	48_95	73_120	P27359
3HF7A_1_80_127	80_127	280_327	80_127	280_327	A6TCM0
3HG7A_4_1_41	1_41	4_41	1_41	1_39	A4SIK7
3HH0A_3_1_50	1_50	1_48	1_50	1_48	Q81H70
3HHFA_1_174_204	174_204	260_290	174_204	260_290	Q9JXW7
3HHPA_11_34_61	34_61	34_61	34_61	34_61	P61889
3HI0A_10_452_501	452_501	451_500	452_501	451_500	A9CJF9
3HI0A_7_167_203	167_203	166_202	167_203	166_202	A9CJF9
3HI7A_14_68_104	68_104	88_124	68_104	88_124	P19801
3HIEA_4_95_129	95_129	165_199	95_129	165_199	P33332
3HIEA_5_61_94	61_94	131_164	61_94	131_164	P33332
3HJ4A_11_91_130	91_130	92_131	91_130	92_131	C7AJA4
3HKMA_3_100_132	100_132	100_132	100_132	100_132	Q84T68
3HL0A_10_172_195	172_195	170_193	172_195	170_193	A9CHP3
3HL0A_13_86_102	86_102	84_100	86_102	84_100	A9CHP3
3HN0A_5_120_167	120_167	139_186	120_167	139_186	A6LBR3
3HNRA_1_154_193	154_193	154_193	154_193	154_193	Q6HDF0
3HRAA_4_62_102	62_102	62_102	62_102	62_102	Q838Q8
3HRDC_3_132_176	132_176	132_176	132_176	132_176	Q0QLF4
3HRZC_10_1_47	1_47	1250_1288	1_47	1264_1310	Q91132
3HTVA_2_204_260	204_260	203_259	204_260	203_259	P32718
3HVAA_1_1_42	1_42	266_296	1_42	255_296	Q9HUK6
3HWWA_13_226_261	226_261	226_261	226_261	226_261	P17109
3HZHB_1_58_89	58_89	47_78	58_89	47_78	O51614
3I0WA_10_235_275	235_275	235_275	235_275	235_275	Q97FM4
3I4JA_3_62_103	62_103	62_103	62_103	62_103	Q9RZ32
3I5XA_12_127_154	127_154	161_188	127_154	161_188	P15424
3I94A_3_31_87	31_87	1031_1087	31_87	31_87	Q55891
3IA1A_4_106_127	106_127	120_141	106_127	120_141	Q72GM6
3IBSA_1_165_206	165_206	159_200	165_206	243_284	Q8A9A9
3IBWA_1_31_79	31_79	682_730	31_79	682_730	Q8KC80
3IC7A_1_78_113	78_113	75_110	78_113	75_110	Q8A870
3ICSA_11_510_555	510_555	476_521	510_555	476_521	A0A6L7
3IE5A_3_27_73	27_73	21_67	27_73	21_67	Q8H1L1
3IEVA_3_118_173	118_173	111_166	118_173	111_166	O67800
3IH6A_1_112_155	112_155	366_409	112_155	366_409	Q7VVY4
3IHKA_2_19_70	19_70	19_70	19_70	19_70	Q8DVV9
3IKBA_3_56_78	56_78	53_75	56_78	53_75	Q8DTT5
3IKHA_10_136_160	136_160	134_158	136_160	134_158	A6T989
3IL6A_10_296_320	296_320	300_324	296_320	296_320	Q820T1
3IP3A_6_195_247	195_247	194_246	195_247	194_246	Q9WYQ6
3ISQA_13_314_329	314_329	321_336	314_329	321_336	P32754
3ITJA_10_85_115	85_115	65_95	85_115	66_96	P29509
3JQ1A_10_17_74	17_74	49_106	17_74	49_106	A6KXE4
3JS8A_10_294_316	294_316	294_316	294_316	338_360	B5MGF8
3JUWA_2_16_48	16_48	13_45	16_48	13_45	Q7VZN9
3JVNA_2_32_83	32_83	32_83	32_83	32_83	Q5E4K9
3JXPA_10_193_226	193_226	191_224	193_226	191_224	Q88QV5
3JZLA_10_153_196	153_196	152_195	153_196	-_-	
3K1UA_11_56_87	56_87	53_84	56_87	53_84	Q97IW1
3K2OA_1_295_335	295_335	294_334	295_335	294_334	Q6NYC1
3K2ZA_4_131_184	131_184	132_185	131_184	132_185	O33927
3KBRA_5_113_148	113_148	135_170	113_148	135_170	Q01269
3KEVA_7_106_125	106_125	106_125	106_125	106_125	D1MPT4
3KHNA_1_1_43	1_43	7_43	1_43	79_121	Q729W9
3KRUA_10_208_257	208_257	208_257	208_257	208_257	B0KAH1
3KT7A_10_94_120	94_120	113_139	94_120	113_139	P40032
3KUVA_2_64_117	64_117	64_117	64_117	64_117	Q1EMV2
3KVNA_10_139_193	139_193	129_183	139_193	153_207	O33407
3KWSA_1_1_34	1_34	48_59	1_34	26_59	A6LIL3
3KXYA_2_25_65	25_65	25_65	25_65	25_65	P26995
3KZQA_5_109_137	109_137	109_137	109_137	109_137	Q87MW5
3KZVA_4_94_120	94_120	94_120	94_120	94_120	P40579
3KZVA_5_156_183	156_183	156_183	156_183	156_183	P40579
3L0QA_13_50_80	50_80	48_78	50_80	48_78	Q665C6
3L1LA_1_389_423	389_423	389_423	389_423	389_423	P60063
3L2BA_4_36_62	36_62	97_123	36_62	97_123	Q8XIQ9
3L2HA_2_125_158	125_158	124_157	125_158	124_157	B7J8Z8
3L3SA_7_99_126	99_126	100_127	99_126	97_124	Q5LQZ3
3L46A_2_67_90	67_90	285_308	67_90	316_339	Q9H8V3
3L4AA_1_1_47	1_47	25_68	1_47	22_68	Q7PGA3
3L4HA_1_72_99	72_99	1019_1046	72_99	1019_1046	Q76N89
3L4NA_3_20_51	20_51	132_163	20_51	132_163	Q12438
3L5IA_10_100_128	100_128	400_428	100_128	422_450	P40189
3L5IA_10_129_155	129_155	429_455	129_155	451_477	P40189
3L6DA_10_127_165	127_165	127_165	127_165	128_166	Q88J51
3L8MA_2_49_64	49_64	49_64	49_64	49_64	Q49X04
3L9WA_11_164_208	164_208	559_561	164_208	559_603	P03819
3L9WA_2_120_163	120_163	515_558	120_163	515_558	P03819
3LCVB_10_118_148	118_148	111_141	118_148	111_141	Q7M0R2
3LCVB_7_1_47	1_47	8_40	1_47	1_40	Q7M0R2
3LHBA_2_98_149	98_149	98_149	98_149	99_150	P02208
3LHHA_1_17_73	17_73	41_71	17_73	184_240	Q8EDE1
3LHQA_5_1_16	1_16	0_13	1_16	1_13	Q7CR15
3LJUX_10_138_181	138_181	122_164	138_181	122_165	O75689
3LLPA_15_392_409	392_409	392_409	392_409	392_409	Q16658
3LM4A_14_32_47	32_47	31_46	32_47	31_46	Q0S9X1
3LNRA_3_19_62	19_62	16_59	19_62	16_59	Q9I6V6
3LS0A_3_59_77	59_77	75_93	59_77	75_93	P73048
3LUIA_2_54_75	54_75	51_72	54_75	51_72	Q15036
3LYXA_1_1_51	1_51	4_51	1_51	1_51	Q486I1
3M00A_15_311_332	311_332	309_330	311_332	309_330	Q40577
3M1AA_3_214_250	214_250	214_250	214_250	214_250	Q82PV2
3M1CA_10_380_416	380_416	427_463	380_416	427_463	P89445
3M5BA_1_60_109	60_109	58_107	60_109	58_107	Q9Y2Y4
3M9ZA_3_17_38	17_38	105_126	17_38	105_126	P27811
3MKVA_10_228_274	228_274	226_272	228_274	226_272	B2T4I1
3MMIA_10_270_312	270_312	1355_1397	270_312	1355_1397	P32492
3MMYA_11_26_56	26_56	26_56	26_56	26_56	P78406
3MSWA_2_39_69	39_69	63_93	39_69	63_93	Q5LAR6
3MT0A_10_159_179	159_179	156_176	159_179	156_176	Q9I2V3
3MTIA_2_139_166	139_166	140_163	139_166	136_163	Q5M2Z6
3MTJA_11_381_431	381_431	374_424	381_431	374_424	Q3SKI5
3MTKA_4_61_92	61_92	245_276	61_92	245_276	A4XHQ4
3MTWA_10_1_58	1_58	27_84	1_58	27_84	Q9A4Z9
3MVAO_10_215_257	215_257	268_310	215_257	268_310	Q99551
3MVAO_5_63_99	63_99	116_152	63_99	116_152	Q99551
3MVCA_5_18_44	18_44	212_238	18_44	212_238	Q18086
3MVGA_10_1_27	1_27	1_27	1_27	24_50	O04358
3MVSA_2_23_69	23_69	23_69	23_69	46_92	Q99PF4
3MVSA_2_70_102	70_102	70_102	70_102	93_125	Q99PF4
3MXTA_3_1_57	1_57	0_54	1_57	1_54	Q9PIK2
3MYXA_3_177_223	177_223	176_222	177_223	176_222	Q88AY9
3N2OA_13_399_423	399_423	399_423	399_423	399_423	Q7MK24
3N5FA_13_259_286	259_286	259_286	259_286	259_286	Q53389
3N6YA_2_102_124	102_124	123_145	102_124	123_145	Q9I3B5
3N8BA_1_1_54	1_54	8_61	1_54	3_56	O51076
3N9KA_10_250_270	250_270	251_271	250_270	289_309	P29717
3N9YA_10_349_375	349_375	350_376	349_375	389_415	P05108
3NDNA_13_139_154	139_154	131_146	139_154	131_146	P9WGB5
3NE5A_10_188_212	188_212	181_205	188_212	181_205	P38054
3NE8A_4_144_165	144_165	319_340	144_165	319_340	A0A0H3
3NEDA_8_96_126	96_126	83_113	96_126	88_118	D1MPT3
3NEMA_10_280_304	280_304	280_304	280_304	280_304	Q52428
3NETA_12_93_124	93_124	91_121	93_124	90_121	Q8YMC2
3NETA_4_167_213	167_213	164_210	167_213	164_210	Q8YMC2
3NETA_7_1_36	1_36	6_33	1_36	1_33	Q8YMC2
3NFWA_4_97_144	97_144	75_122	97_144	76_123	E5Q9D7
3NJCA_2_112_153	112_153	102_143	112_153	102_143	P42955
3NUQA_3_211_268	211_268	209_266	211_268	209_266	P53078
3NV0A_4_1_22	1_22	201_222	1_22	201_222	Q9XVS8
3NVXA_10_196_249	196_249	207_260	196_249	209_262	P21062
3O39A_1_59_96	59_96	75_112	59_96	98_135	Q8XDZ4
3O6ZA_1_1_43	1_43	2_43	1_43	1_43	P37128
3OCRA_10_236_251	236_251	234_249	236_251	234_249	Q48HR6
3OG9A_6_147_190	147_190	144_187	147_190	144_187	Q9CJC1
3OGKB_18_355_394	355_394	355_394	355_394	355_394	O04197
3OH3A_10_248_283	248_283	251_283	248_283	248_283	D3G6S4
3OJGA_10_160_176	160_176	156_172	160_176	156_172	Q5KZU5
3OOPA_3_22_37	22_37	20_34	22_37	19_34	Q926T1
3OP7A_2_219_276	219_276	218_275	219_276	-_-	
3OQBA_2_345_376	345_376	345_376	345_376	344_375	Q89RD2
3OR1B_10_320_354	320_354	320_354	320_354	320_354	E2QR96
3OS6A_10_93_139	93_139	93_139	93_139	93_139	A0A6H3
3OS7A_6_1_50	1_50	3_49	1_50	1_49	Q97L65
3OSKA_2_25_56	25_56	25_56	25_56	60_91	P16410
3OT2A_3_99_152	99_152	98_151	99_152	98_151	Q3M655
3OU2A_5_101_133	101_133	101_133	101_133	101_133	D7PC21
3OW8A_10_156_186	156_186	140_170	156_186	140_170	Q9GZS3
3OWAA_10_320_347	320_347	317_344	320_347	317_344	A0A6H3
3OXNA_1_178_213	178_213	275_310	178_213	275_310	Q87TP2
3OYZA_10_78_99	78_99	78_99	78_99	78_99	D4GTL2
3OYZA_1_343_376	343_376	343_371	343_376	343_376	D4GTL2
3P01A_4_126_152	126_152	257_283	126_152	257_283	Q8YLP5
3P01A_5_44_65	44_65	175_196	44_65	175_196	Q8YLP5
3P16A_3_327_375	327_375	321_369	327_375	321_369	P9WNU1
3P1VA_10_89_136	89_136	107_154	89_136	107_154	A7LS78
3P3DA_1_1_25	1_25	266_283	1_25	259_283	A5DMN1
3P3YA_3_1_46	1_46	37_70	1_46	25_70	O94856
3P7IA_8_110_151	110_151	101_142	110_151	127_168	Q1R3F7
3PBKA_10_410_426	410_426	411_427	410_426	411_427	A0A0H2
3PC3A_16_385_422	385_422	380_417	385_422	380_417	Q9VRD9
3PEAA_5_223_240	223_240	220_237	223_240	220_237	A0A6L7
3PFOA_10_39_91	39_91	38_89	39_91	38_90	Q6N7D3
3PIWA_4_118_139	118_139	118_139	118_139	138_159	A8E6E2
3PLUA_1_21_63	21_63	1_43	21_63	1_43	Q6Q546
3PP2A_1_54_112	54_112	545_601	54_112	543_601	Q6ZUM4
3PPBA_5_87_102	87_102	86_101	87_102	86_101	A3QHM2
3PQVA_10_78_123	78_123	77_122	78_123	77_122	Q6CUC5
3PYAA_10_118_159	118_159	201_242	118_159	201_242	Q38802
3Q2IA_1_292_345	292_345	290_342	292_345	290_343	Q7NQL0
3Q6CA_1_1_47	1_47	38_84	1_47	-_-	
3QDKA_12_432_474	432_474	432_474	432_474	431_473	Q9KBQ3
3QGMA_11_75_90	75_90	72_87	75_90	72_87	O29873
3QIKA_2_61_101	61_101	666_706	61_101	666_706	Q8TCU6
3QLDA_13_225_243	225_243	224_242	225_243	-_-	
3QOKA_10_167_197	167_197	164_194	167_197	164_194	A6T7R3
3QP4A_1_156_178	156_178	161_183	156_178	161_183	D3W065
3QRAA_1_109_152	109_152	134_177	109_152	146_189	Q8D0Z7
3QUVA_4_93_108	93_108	89_104	93_108	89_104	B1MDI3
3QWUA_4_182_228	182_228	179_225	182_228	179_225	O67191
3QYYA_2_60_113	60_113	184_237	60_113	184_237	Q8P559
3R44A_10_88_146	88_146	74_132	88_146	74_132	P9WQ37
3R6HA_4_1_60	1_60	3_58	1_60	1_58	B2HSG1
3R90A_5_125_170	125_170	125_170	125_170	125_170	Q9ULC4
3RC3A_10_155_208	155_208	200_253	155_208	200_253	Q8IYB8
3RENA_7_46_98	46_98	67_119	46_98	67_119	A0A0H2
3RHZA_11_116_131	116_131	106_121	116_131	106_121	B5A7L9
3RIMA_10_217_262	217_262	217_262	217_262	217_262	P9WG25
3RR1A_10_1_59	1_59	0_58	1_59	1_58	B2UCA8
3RT9A_12_223_267	223_267	211_255	223_267	211_255	Q9X024
3RWLA_10_246_291	246_291	236_281	246_291	236_281	Q5F4D9
3RWLA_2_105_148	105_148	96_138	105_148	95_138	Q5F4D9
3RWLA_5_356_404	356_404	346_394	356_404	346_394	Q5F4D9
3RX6A_3_18_60	18_60	18_60	18_60	18_60	P05460
3RYCE_2_32_89	32_89	34_91	32_89	78_135	P63043
3S21A_3_256_310	256_310	269_323	256_310	249_303	Q8PDX2
3S2EA_1_288_340	288_340	290_342	288_340	290_342	Q46UZ9
3S79A_7_211_268	211_268	211_268	211_268	211_268	P11511
3S99A_10_63_104	63_104	57_98	63_104	57_98	Q2YKI6
3SBDA_1_136_177	136_177	126_167	136_177	126_167	P63000
3SBFA_10_1_42	1_42	5_42	1_42	1_40	A5KUH4
3SBUA_4_76_116	76_116	99_139	76_116	99_139	Q5LBG4
3SMZA_7_108_145	108_145	144_181	108_145	144_181	Q8IY67
3SONA_4_1_37	1_37	2_36	1_37	_-	
3SONA_4_38_71	38_71	37_70	38_71	-_-	
3STPA_6_66_115	66_115	44_93	66_115	44_93	A0NP48
3SZYA_13_108_151	108_151	105_148	108_151	105_148	Q92UV8
3T0PA_10_157_197	157_197	156_196	157_197	156_196	C4Z938
3T38A_1_1_59	1_59	9_59	1_59	1_59	Q8NQC6
3T3LA_2_31_78	31_78	112_159	31_78	112_159	Q16595
3T8RA_2_21_66	21_66	18_63	21_66	18_63	A0A0H3
3TG7A_10_61_80	61_80	61_80	61_80	62_81	P04133
3TIPA_2_89_120	89_120	586_617	89_120	586_617	Q2G2B2
3TKZA_1_1_55	1_55	4_52	1_55	1_52	Q06124
3TLPA_1_1_40	1_40	478_502	1_40	495_534	Q86U86
3TM0A_2_92_134	92_134	93_135	92_134	93_135	P0A3Y5
3TQTA_8_252_298	252_298	267_298	252_298	252_298	Q83BZ9
3TTGA_2_216_260	216_260	195_239	216_260	-_-	
3TV9A_10_175_224	175_224	165_214	175_224	165_214	A0A0H2
3TYTA_5_1_54	1_54	376_428	1_54	375_428	Q8R081
3U1WA_2_135_188	135_188	159_212	135_188	159_212	A6LDE6
3U28A_8_280_326	280_326	280_326	280_326	280_326	P33322
3UANA_2_99_143	99_143	141_184	99_143	141_185	O35310
3UCJA_6_132_152	132_152	132_152	132_152	132_152	Q96554
3UFEA_1_56_109	56_109	56_109	56_109	223_276	O31691
3UPVA_1_70_125	70_125	328_383	70_125	462_517	P15705
3US6A_3_69_126	69_126	69_126	69_126	69_126	B7FGU6
3V8XA_10_124_178	124_178	135_189	124_178	135_189	Q9K0U9
3V9OA_2_73_121	73_121	69_117	73_121	69_117	Q2T1V0
3VA2C_3_172_212	172_212	185_225	172_212	185_225	Q01344
3VBJA_3_48_93	48_93	31_76	48_93	-_-	
3VCXA_1_68_121	68_121	47_100	68_121	47_100	Q6NBC6
3VMNA_14_83_109	83_109	180_206	83_109	180_206	Q54443
3VMVA_11_91_119	91_119	91_119	91_119	127_155	D0VP31
3VOQA_1_62_116	62_116	430_484	62_116	430_484	Q9BPZ7
3VQIA_10_142_157	142_157	139_154	142_157	139_154	W0T4V8
3ZR5A_10_213_267	213_267	225_279	213_267	241_295	P54818
4A05A_11_62_83	62_83	174_195	62_83	174_195	G0SD43
4A1FA_10_87_109	87_109	237_259	87_109	237_259	O25916
4A27A_6_1_42	1_42	39_80	1_42	39_80	Q9HCJ6
4A42A_1_1_48	1_48	1495_1520	1_48	1482_1529	Q8XM24
4A6HA_1_1_54	1_54	465_517	1_54	464_517	P40485
4AE7A_6_126_172	126_172	153_199	126_172	153_199	Q8N1Q8
4AG6A_3_35_86	35_86	237_288	35_86	237_288	B0KAW2
4AKRA_5_107_153	107_153	107_153	107_153	107_153	P13022
4B29A_5_155_195	155_195	134_174	155_195	134_174	A3SNG1
4DOKA_2_139_181	139_181	140_182	139_181	140_182	Q8VZW3
4DPPA_3_165_203	165_203	170_208	165_203	170_208	Q9FVC8
4E4TA_11_144_186	144_186	123_165	144_186	123_165	B1YVV9
